Electricity consumption(MW),Electricity production(MW),Electricity consumption player(MW),Electricity consumption Industrial Zones(MW),Electricity consumption Commercial Zones (MW),Electricity consumption Residential Zones(MW),Electricity consumption Office Zones(MW),Temperature(°C)
175,85,18,51.168,3.952,99.136,3.152,17.23546
174,85,17.84,50.576,3.936,99.136,2.896,17.32891
173,85,17.888,50.016,3.92,98.192,3.072,17.41697
172,85,17.872,49.952,3.792,98,2.944,17.50108
174,85,17.872,51.472,3.984,97.744,3.008,17.57986
173,85,17.808,50.976,3.888,97.92,2.88,17.65425
171,85,17.728,50.272,3.872,96.72,2.976,17.72573
169,85,17.744,48.56,3.952,96.256,2.928,17.79237
170,85,17.664,49.52,3.84,96.576,2.88,17.85651
169,85,17.648,48.864,3.824,96.352,2.928,17.91627
170,85,17.6,49.808,3.776,96.176,2.88,17.9731
169,85,17.68,48.4,3.904,96.4,2.96,18.02696
166,85,17.632,46.672,3.84,95.84,2.864,18.07827
166,85,17.648,46.816,3.824,95.472,2.912,18.12623
167,85,17.632,47.344,3.856,95.92,2.8,18.17202
167,85,17.552,48.272,3.712,95.136,2.848,18.21528
168,85,17.568,48.768,3.84,95.712,2.784,18.25654
166,85,17.568,47.28,3.696,95.328,2.912,18.29537
167,85,17.504,48.048,3.792,95.008,2.88,18.33219
166,85,17.552,47.6,3.712,94.864,2.816,18.36705
166,85,17.52,47.744,3.76,94.912,2.784,18.39987
167,85,17.52,48.32,3.776,94.56,2.848,18.43148
163,85,17.36,45.6,3.712,94.432,2.816,18.46063
164,85,17.472,46.352,3.68,94.272,2.768,18.48882
163,85,17.36,45.936,3.728,94.112,2.832,18.51544
163,85,17.392,45.824,3.696,94.144,2.864,18.54044
161,85,17.456,43.52,3.76,94.032,2.848,18.56409
164,85,17.328,45.68,3.696,94.48,2.832,18.58704
168,85,17.472,50.016,3.776,94.88,2.768,18.35162
173,85,17.664,52.992,3.712,96.048,2.848,17.84565
174,85,17.84,52.016,4.128,97.536,2.88,17.36076
162,72,17.92,38.016,4.176,99.776,2.992,16.90542
164,72,18.064,38.608,4.096,100.88,3.056,16.46998
167,72,18.144,39.36,4.432,102.848,2.992,16.06034
169,72,18.24,39.264,4.32,104.512,3.088,15.67387
173,72,18.368,41.584,4.416,105.968,3.168,15.30557
176,72,18.496,43.488,4.72,106.432,3.232,14.95905
176,72,18.592,41.936,4.736,107.76,3.28,14.62824
181,72,18.736,45.152,5.04,109.552,3.328,14.31676
179,72,18.832,41.584,4.944,110.512,3.424,14.02234
183,72,18.928,43.856,5.104,111.824,3.424,13.74079
183,72,19.056,43.28,5.44,112.336,3.376,13.47901
186,72,19.104,45.792,5.536,112.864,3.472,13.22564
187,72,19.088,45.536,5.472,113.712,3.456,12.99009
187,72,19.216,44.96,5.632,113.84,3.504,12.76458
190,72,19.376,47.6,5.808,114.432,3.472,12.55336
192,72,19.328,48.368,5.92,115.072,3.584,12.35042
191,72,19.536,47.424,5.616,115.52,3.6,12.16037
194,72,19.472,50.16,5.952,115.744,3.552,11.97846
192,72,19.536,46.672,6.064,116.752,3.696,11.80735
191,72,19.664,45.408,6.256,116.8,3.664,11.6462
193,72,19.648,47.024,6.16,117.12,3.68,11.4929
196,72,19.776,48.016,6.352,118.272,3.584,11.34812
195,72,19.744,47.472,6.24,118.384,3.696,11.2087
193,72,19.84,45.712,6.32,118.032,3.776,11.07922
195,72,19.856,46.288,6.416,118.96,3.712,10.9565
196,72,19.84,47.936,6.608,118.672,3.584,10.84016
199,72,19.92,49.6,6.464,119.392,3.632,10.7288
197,72,19.904,47.712,6.752,119.472,3.68,10.6247
197,72,20,47.2,6.912,119.648,3.696,10.52531
194,72,19.904,44.848,7.024,119.168,3.696,10.43183
197,72,20.016,46.544,6.784,119.952,3.84,10.34315
196,72,20.096,45.68,6.832,120.112,3.792,10.25914
194,72,20.016,43.632,6.864,120.576,3.792,10.1792
198,72,20.096,46.048,7.28,121.04,3.776,10.10384
199,72,20.192,46.72,6.944,121.824,3.728,10.03275
199,72,20.16,47.104,7.04,121.824,3.808,9.964779
197,72,20.208,45.04,7.056,121.44,3.808,9.90093
200,72,20.192,46.832,7.168,122.096,3.808,9.840348
198,72,20.288,45.488,7.248,121.84,3.84,9.783104
199,72,20.224,46.144,7.136,121.872,3.84,9.728625
221,85,20.416,66.976,7.36,122.704,3.808,9.677371
222,85,20.352,68.928,7.152,122.48,3.792,9.628255
224,85,20.336,71.312,7.28,121.984,3.872,9.582471
226,85,20.384,73.104,6.976,122.16,3.872,9.818954
224,85,20.208,73.664,6.704,120.368,3.744,10.47359
220,85,19.92,71.68,6.672,118.88,3.696,11.08887
218,85,19.76,71.072,6.224,117.76,3.584,11.66995
213,85,19.632,69.056,5.824,115.824,3.568,12.22472
212,85,19.424,69.344,5.664,114.672,3.472,12.74991
207,85,19.28,65.568,5.536,113.184,3.472,13.244
204,85,19.152,63.616,5.216,112.72,3.456,13.714
200,85,19.008,61.632,5.296,110.672,3.392,14.1566
196,85,18.912,59.968,5.024,109.216,3.296,14.58102
193,85,18.704,59.376,4.768,107.04,3.36,14.97417
191,85,18.48,58.48,4.544,106.4,3.36,15.35408
187,85,18.528,56.4,4.496,105.04,3.28,15.71017
185,85,18.32,56,4.464,103.728,3.216,16.05009
180,85,18.24,53.36,4.368,101.488,3.12,16.36845
182,85,18.176,56.208,4.288,101.12,3.024,16.67267
182,85,18.048,57.424,4.112,100.336,2.976,16.96064
177,85,17.952,53.616,4.048,98.88,2.992,17.23109
176,85,17.888,53.872,3.808,97.776,2.992,17.48839
174,85,17.776,52.128,4.064,97.168,2.944,17.73397
175,85,17.808,54.4,3.808,96.816,2.944,17.96208
172,85,17.632,52.528,3.872,95.552,2.896,18.18169
170,85,17.568,51.728,3.792,94.544,2.944,18.38721
168,85,17.408,50.208,3.664,94.56,2.912,18.58466
163,85,17.296,46.736,3.696,93.408,2.784,18.77052
163,85,17.056,46.032,3.696,93.552,2.752,18.94597
161,85,16.976,45.888,3.632,92.288,2.848,19.11098
160,85,16.896,45.216,3.616,92.144,2.752,19.26969
160,85,16.384,45.712,3.52,91.664,2.784,19.41824
158,85,16.336,44.784,3.536,91.344,2.752,19.55902
156,85,15.872,42.752,3.52,91.152,2.768,19.69231
155,85,15.616,42.992,3.504,90.992,2.784,19.81934
157,85,15.76,45.088,3.472,90.832,2.752,19.93856
159,85,15.248,47.824,3.472,90.352,2.752,20.05269
159,85,15.248,47.984,3.472,90.352,2.752,20.15939
159,85,15.248,47.52,3.472,90.352,2.752,20.26117
158,85,15.248,46.384,3.472,90.352,2.752,20.35761
159,85,15.248,47.856,3.472,90.352,2.752,20.44967
159,85,15.248,47.248,3.472,90.352,2.752,20.53528
157,85,15.248,46.16,3.472,90.352,2.752,20.61747
158,85,15.248,46.272,3.472,90.352,2.752,20.6942
160,85,15.248,48.832,3.472,90.352,2.752,20.76723
163,85,15.248,51.344,3.472,90.352,2.752,20.83699
162,85,15.248,50.832,3.472,90.368,2.752,20.81827
163,85,15.248,51.584,3.472,90.352,2.752,20.75706
162,85,15.248,51.152,3.472,90.336,2.752,20.69951
162,85,15.248,51.024,3.472,90.336,2.752,20.64405
160,85,15.248,48.912,3.472,90.4,2.752,20.59245
160,85,15.248,48.8,3.472,90.304,2.752,20.54336
158,85,15.248,46.96,3.472,90.272,2.752,20.49627
159,85,15.248,48.336,3.472,90.208,2.704,20.45225
158,85,15.248,46.4,3.472,90.192,2.72,20.4104
158,85,15.248,46.912,3.472,90.096,2.72,20.37079
159,85,15.248,47.968,3.472,90.064,2.72,20.33313
158,85,15.248,47.392,3.472,90.064,2.72,20.29807
156,85,15.248,45.424,3.472,90.064,2.72,20.26425
156,85,15.248,44.72,3.472,90.064,2.72,20.23248
156,85,15.248,44.976,3.472,90.064,2.72,20.20263
157,85,15.248,46.288,3.472,90.048,2.72,20.17365
158,85,15.248,47.184,3.472,90.048,2.72,20.14672
156,85,15.248,45.072,3.472,90.048,2.72,20.12145
156,85,15.248,45.44,3.472,90.048,2.72,20.09708
155,85,15.248,44.128,3.472,90.08,2.72,20.07404
155,85,15.248,44.48,3.472,90.064,2.72,20.05254
154,85,15.248,43.152,3.472,90.064,2.72,20.03169
155,85,15.248,43.632,3.472,90.064,2.72,20.01263
155,85,15.248,43.68,3.472,90.064,2.72,19.99371
155,85,15.248,43.856,3.472,90.064,2.72,19.9766
155,85,15.248,44.464,3.472,90.048,2.72,19.95994
156,85,15.248,44.656,3.472,90.048,2.72,19.94434
158,85,15.792,45.92,3.504,90.304,2.72,19.92982
157,85,15.568,45.344,3.536,90.368,2.72,19.73617
161,85,16.512,47.568,3.52,91.296,2.752,19.40136
164,85,16.832,49.088,3.6,92.32,2.784,19.08728
165,85,17.184,48.96,3.632,93.04,2.816,18.79174
167,85,17.456,50.704,3.696,93.312,2.816,18.50851
170,85,17.44,51.856,3.712,94.752,2.944,18.24136
157,72,17.52,37.008,3.856,96.048,2.96,17.98956
158,72,17.536,37.424,3.936,96.416,2.896,17.74979
160,72,17.648,38.816,3.952,96.864,2.896,17.52179
159,72,17.792,36.72,4.032,97.552,2.928,17.30845
164,72,17.84,40.464,4,99.264,2.912,17.10622
165,72,17.968,41.136,4.128,99.296,2.944,16.91245
168,72,18,43.056,4.032,100.688,2.944,16.72971
166,72,18.048,41.344,4.288,100.096,3.008,16.55758
165,72,18.096,38.832,4.064,101.248,3.008,16.39408
167,72,18.144,39.856,4.256,101.776,3.104,16.24049
169,72,18.224,40.272,4.576,103.104,3.024,16.09355
170,72,18.288,42.112,4.336,103.216,3.04,15.95486
170,72,18.256,41.264,4.4,103.568,3.104,15.82388
171,72,18.336,41.36,4.592,103.872,3.168,15.69886
170,72,18.352,40.112,4.464,104.448,3.12,15.58166
170,72,18.352,39.792,4.592,104.576,3.04,15.47018
171,72,18.464,40.176,4.464,105.136,3.12,15.36545
171,72,18.48,40.112,4.624,105.44,3.184,15.26476
169,72,18.496,37.84,4.688,105.568,3.168,15.17088
169,72,18.528,37.216,4.704,105.792,3.152,15.08173
170,72,18.512,38.608,4.672,105.936,3.168,14.99661
170,72,18.592,37.136,4.784,106.784,3.216,14.91531
170,72,18.592,37.776,4.688,106.56,3.264,14.83961
174,72,18.656,41.264,4.864,106.832,3.152,14.76828
174,72,18.688,40.88,4.736,107.072,3.28,14.69956
178,72,18.64,43.344,4.848,108.224,3.28,14.63505
178,72,18.736,43.12,4.88,108.208,3.232,14.57387
180,72,18.72,45.024,4.912,108.688,3.232,14.51593
180,72,18.72,44.832,4.832,108.544,3.136,14.46103
179,72,18.8,43.232,5.072,108.736,3.296,14.40925
178,72,18.752,42.592,5.072,108.72,3.312,14.36041
182,72,18.8,47.392,4.928,108.4,3.312,14.31405
182,72,18.784,45.776,4.992,109.344,3.312,14.26951
181,72,18.736,45.28,5.104,109.536,3.312,14.22837
181,72,18.816,44.544,5.056,109.392,3.296,14.18893
183,72,18.832,46.608,5.056,109.808,3.264,14.15126
182,72,18.912,45.792,5.184,109.312,3.264,14.1161
181,72,18.848,44.8,5.152,109.808,3.296,14.08221
181,72,18.832,45.072,4.832,109.296,3.296,14.05083
183,72,18.88,45.36,5.232,110.336,3.296,14.02053
202,85,19.008,65.296,5.056,110.336,3.28,13.99224
202,85,19.008,64.848,5.248,110.112,3.264,13.96509
202,85,19.04,64.896,5.056,110.128,3.296,13.93987
202,85,19.04,64.032,5.296,110.672,3.296,13.91544
204,85,19.072,66.432,5.088,110.56,3.328,13.89283
202,85,19.04,64.896,5.008,110.704,3.328,13.87107
200,85,19.056,62.704,5.232,110.576,3.296,13.85076
199,85,19.072,60.736,5.216,110.72,3.392,13.83127
197,85,19.056,59.6,5.152,110.752,3.312,13.81296
197,85,19.056,58.352,5.248,111.136,3.312,13.79548
197,85,19.104,58.512,5.056,111.28,3.312,13.77892
197,85,19.056,58.448,5.216,110.992,3.328,13.76334
197,85,19.104,59.504,5.376,110.704,3.296,13.74855
197,85,19.088,58.352,5.216,110.944,3.408,13.73473
196,85,19.072,58.064,5.344,110.88,3.376,13.72128
199,85,19.104,60.912,5.056,110.864,3.328,13.70884
197,85,19.072,59.792,5.232,110.416,3.36,13.69697
199,85,19.104,60.768,5.376,111.04,3.392,13.68561
201,85,19.12,62.592,5.28,111.136,3.36,13.67514
200,85,19.12,61.84,5.248,110.832,3.328,13.66499
197,85,19.104,58.768,5.472,111.184,3.44,13.65556
195,85,19.104,57.344,5.136,110.752,3.344,13.6464
193,85,19.072,54.832,5.024,110.784,3.376,13.638
194,85,19.072,56.112,5.296,111.136,3.376,13.6908
190,85,19.056,53.504,5.136,109.68,3.28,14.0867
189,85,18.928,53.248,4.8,108.896,3.328,14.45951
186,85,18.8,53.088,4.752,106.8,3.152,14.81446
187,85,18.656,55.216,4.768,105.776,3.264,15.15377
186,85,18.512,55.456,4.48,105.056,3.136,15.46693
183,85,18.464,53.936,4.48,103.536,3.184,15.76847
184,85,18.352,55.632,4.208,102.784,3.104,16.05392
181,85,18.288,54.24,4.4,101.28,3.056,16.32368
184,85,18.208,58.144,4.256,100.56,3.008,16.57817
181,85,18.096,57.232,4.096,99.6,2.896,16.81722
180,85,18.048,57.104,3.904,98.288,2.944,17.04777
177,85,17.952,54.512,4.24,97.648,2.96,17.26327
177,85,17.952,55.104,3.856,97.248,2.88,17.46957
177,85,17.824,56.4,3.92,96.512,2.928,17.66224
174,85,17.664,53.904,3.808,96.192,2.88,17.84752
170,85,17.664,51.488,3.68,95.296,2.864,18.02072
174,85,17.632,55.248,3.888,94.976,2.832,18.18605
170,85,17.552,51.84,3.744,94.896,2.768,18.34162
169,85,17.488,52.288,3.792,93.504,2.864,18.49103
167,85,17.312,50.368,3.664,93.024,2.8,18.62909
165,85,17.328,49.2,3.616,92.32,2.752,18.76257
165,85,17.072,49.488,3.76,92.464,2.752,18.88774
162,85,16.88,47.728,3.632,91.52,2.832,19.00675
159,85,16.912,45.152,3.52,91.568,2.72,19.11854
160,85,16.832,45.52,3.616,91.392,2.768,19.22625
160,85,16.976,45.568,3.6,91.408,2.736,19.32539
157,85,16.544,43.952,3.536,91.216,2.736,19.32239
161,85,16.832,46,3.68,92.128,2.784,18.87828
165,85,17.488,47.648,3.728,93.68,2.752,18.40885
166,85,17.632,47.712,3.856,94.592,2.816,17.96436
168,85,17.824,47.888,3.936,96.08,2.88,17.54465
171,85,17.936,49.888,4.08,97.088,2.864,17.14616
177,85,18.128,52.992,4.224,98.896,3.024,16.77051
176,85,18.16,50.576,4.384,100.4,2.928,16.40935
182,85,18.352,55.152,4.208,101.888,3.04,16.07454
182,85,18.448,53.952,4.368,103.056,3.056,15.75193
183,85,18.496,52.992,4.688,103.856,3.184,15.44984
187,85,18.624,56.016,4.592,105.28,3.136,15.16146
190,85,18.64,57.712,4.576,105.936,3.184,14.89066
190,85,18.8,55.952,4.88,107.264,3.248,14.63535
187,85,18.768,53.184,5.056,107.6,3.328,14.39069
189,85,18.928,52.832,5.328,109.264,3.376,14.16095
192,85,18.976,55.568,5.184,109.264,3.248,13.94221
192,85,19.072,54.352,5.376,110.48,3.424,13.73621
192,85,19.12,53.968,5.2,110.784,3.36,13.53955
191,85,19.2,52.416,5.52,111.424,3.408,13.35289
192,85,19.328,52.672,5.328,111.824,3.344,13.17825
192,85,19.392,52.512,5.44,112.144,3.44,13.01314
195,85,19.392,54.56,5.408,112.944,3.36,12.8555
195,85,19.408,53.76,5.808,113.056,3.472,12.70531
197,85,19.424,55.712,5.84,113.072,3.424,12.56405
197,85,19.488,55.808,5.584,113.568,3.376,12.43055
197,85,19.52,54.448,5.664,114.16,3.472,12.30459
195,85,19.52,52.448,5.728,113.936,3.52,12.18466
197,85,19.632,53.248,6.096,114.672,3.488,12.07162
199,85,19.632,55.92,6.08,114.368,3.52,11.96504
185,72,19.536,41.376,6.08,115.312,3.6,11.86284
184,72,19.6,40.32,6.096,115.184,3.552,11.76651
186,72,19.584,40.976,6.192,115.744,3.6,11.67595
184,72,19.648,40.032,6.224,115.36,3.68,11.58901
186,72,19.68,40.544,6.384,116.192,3.584,11.50711
187,72,19.728,41.728,6.112,116.224,3.584,11.43005
187,72,19.76,41.344,6.576,116.624,3.488,11.3564
186,72,19.744,40.752,6.304,116.608,3.504,11.28652
187,72,19.68,41.648,6.288,116.432,3.584,11.22177
190,72,19.76,43.52,6.512,116.704,3.632,11.15917
189,72,19.776,42.816,6.56,117.056,3.536,11.10069
188,72,19.936,41.28,6.624,116.688,3.664,11.0444
188,72,19.824,41.344,6.496,117.2,3.648,10.9922
189,72,19.824,42.528,6.656,116.672,3.696,10.942
190,72,19.824,43.424,6.72,117.216,3.664,10.89482
193,72,19.92,45.104,6.768,117.616,3.632,10.84995
193,72,19.904,46.256,6.544,117.104,3.552,10.80765
193,72,19.888,46.288,6.464,117.216,3.584,10.76742
194,72,19.856,46.688,6.784,117.808,3.68,10.72925
194,72,19.936,47.296,6.848,116.928,3.664,10.69317
196,72,19.936,49.344,6.56,117.152,3.76,10.65936
195,72,20.016,47.296,6.688,117.872,3.584,10.62666
196,72,19.984,48.56,6.624,117.776,3.696,10.59616
195,72,20.016,47.344,6.672,117.84,3.696,10.56719
197,72,20.016,48.672,6.8,118.096,3.744,10.54009
196,72,19.952,48.176,7.008,117.904,3.776,10.51394
195,72,19.952,47.728,6.976,117.28,3.648,10.48931
194,72,20.08,46.496,6.64,117.552,3.632,10.46622
193,72,20.016,45.504,6.464,117.584,3.712,10.44394
193,72,19.984,44.176,6.848,118.688,3.696,10.42324
193,72,20,44.192,6.944,118.416,3.584,10.40338
192,72,20.016,43.856,6.864,118.272,3.616,10.38481
190,72,20.096,42.064,6.848,118.08,3.696,10.36696
190,72,20.08,41.28,6.8,118.096,3.76,10.35029
191,72,20.064,42.32,7.008,118.032,3.584,10.33448
191,72,20.016,42.576,6.704,118.144,3.664,10.3194
193,72,20,44.688,6.992,118.432,3.744,10.30514
191,72,20.16,42.752,6.816,117.936,3.712,10.29161
195,72,20.016,46.192,7.184,118.448,3.728,10.27899
198,72,20.048,48.832,7.104,118.848,3.712,10.26696
221,85,20.176,72.016,6.72,118.656,3.808,10.2554
220,85,20.208,71.024,7.024,118.624,3.664,10.2447
220,85,20.208,70.336,6.8,118.912,3.792,10.2343
221,85,20.256,71.824,6.896,118.528,3.552,10.22481
217,85,20.16,68.064,6.88,118.304,3.776,10.21539
216,85,20.176,66.624,7.168,118.448,3.728,10.20691
214,85,20.256,64.992,6.848,118.48,3.6,10.19852
217,85,20.224,67.904,7.056,118.832,3.68,10.1908
217,85,20.24,67.888,7.088,118.736,3.824,10.18346
215,85,20.176,65.904,7.36,118.512,3.52,10.22264
219,85,20.176,69.744,6.832,118.832,3.696,10.26609
215,85,20.192,66.08,7.072,118.688,3.664,10.30727
216,85,20.272,67.28,6.88,118.08,3.584,10.34614
216,85,20.112,68.352,6.608,117.44,3.712,10.63067
213,85,19.936,66.608,6.56,116.56,3.6,10.9539
214,85,19.952,67.728,6.544,116.208,3.568,11.26247
214,85,19.792,69.984,6.08,114.928,3.616,11.5551
212,85,19.68,68.528,6.112,114.352,3.552,11.8284
210,85,19.568,66.912,6.144,114.096,3.6,12.0903
208,85,19.488,66.336,5.728,112.96,3.504,12.33536
205,85,19.424,63.936,5.712,112.576,3.52,12.57062
203,85,19.408,62.624,5.648,111.984,3.472,12.79053
200,85,19.328,61.456,5.648,110.656,3.408,13.00183
200,85,19.312,61.024,5.568,110.72,3.424,13.19933
198,85,19.184,59.536,5.568,110.544,3.392,13.3879
197,85,19.136,59.616,5.2,110.432,3.44,13.56433
193,85,19.12,56.496,5.152,109.488,3.376,13.73388
192,85,19.04,55.664,5.12,109.28,3.344,13.89492
191,85,18.928,54.784,5.232,108.976,3.328,14.04451
194,85,18.976,59.584,4.992,108.064,3.312,14.18801
192,85,18.928,57.36,4.88,107.872,3.328,14.32241
189,85,18.88,55.696,4.768,107.28,3.216,14.45198
187,85,18.816,53.744,4.992,106.256,3.232,14.57213
187,85,18.752,53.632,4.864,106.88,3.296,14.68758
190,85,18.768,57.6,4.672,106.304,3.296,14.7959
188,85,18.784,56.72,4.736,105.168,3.04,14.89932
187,85,18.672,55.632,4.8,105.008,3.2,14.99652
184,85,18.72,53.28,4.72,105.008,3.248,15.08893
183,85,18.64,52.848,4.64,104.56,3.2,15.17703
182,85,18.64,52.304,4.592,103.696,3.184,15.25954
182,85,18.528,52.288,4.448,103.952,3.12,15.33788
184,85,18.464,54.784,4.608,103.328,3.168,15.41247
182,85,18.464,52.768,4.608,103.648,3.12,15.48307
186,85,18.576,55.776,4.544,104.16,3.072,15.54948
186,85,18.544,57.248,4.336,102.976,3.184,15.61226
185,85,18.464,56.592,4.528,103.12,3.184,15.67226
183,85,18.432,55.088,4.336,102.432,3.136,15.72874
184,85,18.432,55.344,4.624,102.592,3.152,15.78179
184,85,18.352,56.848,4.384,102.16,3.088,15.83247
185,85,18.432,56.64,4.384,102.72,2.976,15.88064
183,85,18.4,55.216,4.432,102.096,3.136,15.92589
181,85,18.32,54.128,4.368,102.016,3.12,15.96882
184,85,18.4,56.912,4.368,101.696,3.024,16.00955
184,85,18.336,57.216,4.224,101.648,3.072,16.04823
182,85,18.352,56.304,4.544,100.64,3.04,16.08459
187,85,18.24,60.304,4.432,101.152,3.04,16.11926
185,85,18.304,59.248,4.352,100.448,3.088,16.15219
184,85,18.32,58.496,4.368,100.416,3.056,16.18319
185,85,18.304,58.832,4.288,100.976,3.008,16.21238
187,85,18.304,61.088,4.368,100.832,3.024,16.24002
186,85,18.352,59.6,4.4,100.656,2.992,16.26645
185,85,18.24,59.696,4.352,100.144,2.992,16.29154
183,85,18.32,57.072,4.384,100.224,3.056,16.31485
183,85,18.16,57.776,4.448,100.16,3.136,16.3376
182,85,18.176,57.696,4.176,99.76,3.04,16.35841
183,85,18.288,57.68,4.416,99.872,2.96,16.37845
183,85,18.192,57.696,4.416,100.192,2.944,16.39726
180,85,18.256,55.536,4.16,100.032,3.008,16.4154
183,85,18.208,58.064,4.4,99.632,3.008,16.43221
180,85,18.16,55.872,4.304,99.168,2.944,16.44883
179,85,18.16,54.832,4.224,99.456,2.976,16.4634
178,85,18.208,53.968,4.064,99.248,3.088,16.478
177,85,18.224,52.848,4.128,99.008,3.072,16.4918
179,85,18.192,55.52,4.176,98.88,3.072,16.50432
179,85,18.24,54.768,4.144,99.424,2.88,16.51682
179,85,18.16,54.336,4.08,99.424,3.152,16.52868
178,85,18.256,53.616,4.144,99.504,2.912,16.5392
179,85,18.208,53.968,4.352,99.44,3.04,16.5495
177,85,18.192,52.352,4.032,99.904,3.008,16.56002
175,85,18.192,52.064,4.032,98.416,3.008,16.56909
160,72,18.016,36.096,4.176,99.2,2.96,16.57733
158,72,18,34.528,4.24,98.816,2.896,16.58581
160,72,18.032,35.984,4.352,98.672,3.04,16.59402
162,72,18.016,37.808,4.112,99.424,2.928,16.60225
160,72,18,36.624,4.144,98.848,2.976,16.60845
160,72,17.984,35.792,4.16,99.52,2.928,16.61474
161,72,18.032,36.4,4.128,99.488,2.976,16.62095
163,72,18.176,37.424,4.304,100.112,2.992,15.99731
169,72,18.4,40.032,4.688,103.44,3.136,15.2633
173,72,18.688,40.384,5.008,106.256,3.248,14.55919
179,72,18.848,43.872,5.12,108.496,3.248,13.89678
181,72,19.104,44.128,5.232,109.904,3.344,13.26274
185,72,19.216,45.648,5.632,111.648,3.392,12.67063
189,72,19.472,47.76,5.984,112.544,3.344,12.1083
191,72,19.616,47.184,6.432,114.416,3.504,11.64019
190,72,19.664,46.656,6.24,114.352,3.504,11.63016
190,72,19.568,47.28,6.16,114.24,3.472,11.62077
190,72,19.648,46.496,6.368,114.608,3.52,11.61165
190,72,19.696,46.672,6.016,114.304,3.568,11.60329
190,72,19.584,46.496,6.272,114.16,3.52,11.59496
189,72,19.568,46.352,6.224,114.272,3.504,11.58755
187,72,19.648,44.048,6.224,114.336,3.488,11.58025
187,72,19.536,44.512,6.032,114.416,3.408,11.57336
186,72,19.632,43.616,6.176,113.664,3.504,11.56711
191,72,19.648,47.936,6.224,114.64,3.392,11.56086
190,72,19.712,46.32,6.368,114.832,3.488,11.55488
190,72,19.6,46.112,6.208,115.088,3.472,11.54962
190,72,19.648,47.024,6.224,114.4,3.504,11.5444
190,72,19.728,46.496,6.272,114.704,3.616,11.53922
189,72,19.696,46.064,6.112,114.368,3.488,11.53468
190,72,19.68,46.4,6.224,114.768,3.632,11.53051
192,72,19.712,47.968,6.368,114.432,3.52,11.52632
191,72,19.6,47.152,6.448,114.704,3.504,11.52215
189,72,19.712,44.88,6.272,114.72,3.504,11.51803
188,72,19.6,44.912,6.272,114.512,3.536,11.51491
188,72,19.632,45.072,6.336,114.032,3.456,11.51177
188,72,19.68,44.848,6.336,114.032,3.488,11.50864
191,72,19.648,48.288,6.288,114.112,3.408,11.50551
190,72,19.648,47.024,6.16,114.496,3.536,11.50241
190,72,19.616,46.16,6.272,114.592,3.664,11.49928
215,85,19.872,70.768,6.352,114.72,3.52,11.49712
216,85,19.808,71.936,6.064,114.8,3.504,11.49502
215,85,19.728,70.848,6.256,114.656,3.52,11.49296
216,85,19.792,71.776,6.4,114.8,3.568,11.48043
212,85,19.808,68.48,6.448,114.224,3.472,11.43597
213,85,19.856,68.592,6.352,115.024,3.504,11.3938
212,85,19.792,68.752,6.272,114.8,3.376,11.3541
212,85,19.856,68.048,6.464,115.088,3.504,11.31624
213,85,19.92,68.496,6.336,115.296,3.52,11.28031
212,85,19.936,67.472,6.112,115.344,3.392,11.24661
211,85,19.904,66.88,6.256,114.864,3.552,11.21434
210,85,19.872,65.152,6.304,115.168,3.616,11.44008
210,85,19.696,67.632,6.096,113.232,3.536,12.18804
205,85,19.392,65.792,5.44,111.424,3.392,12.88405
205,85,19.168,67.68,5.296,109.52,3.392,13.55466
199,85,19.008,64.288,5.216,107.68,3.232,14.18262
195,85,18.784,62.864,4.8,105.472,3.184,14.7789
188,85,18.624,59.2,4.544,103.264,3.056,15.34249
183,85,18.416,55.92,4.464,101.952,3.04,15.87904
179,85,18.304,54.32,4.336,99.488,3.088,16.38382
180,85,18.08,57.68,4.064,97.52,2.912,16.8614
173,85,17.856,53.376,4.016,95.808,2.88,17.31816
173,85,17.776,54.128,4,94.96,2.784,17.74515
168,85,17.568,51.04,3.808,92.88,2.784,18.15357
165,85,17.392,49.872,3.664,92.208,2.768,18.53712
163,85,17.248,48.784,3.632,90.912,2.768,18.90365
159,85,17.056,46.336,3.6,90,2.72,19.24998
157,85,16.304,45.696,3.536,89.36,2.704,19.57552
155,85,15.264,45.696,3.536,88.432,2.688,19.8869
156,85,15.248,46.864,3.472,88.288,2.688,20.17769
154,85,15.248,45.152,3.472,88.288,2.688,20.45765
156,85,15.248,46.576,3.472,88.272,2.688,20.72212
155,85,15.248,45.84,3.472,88.288,2.688,20.96824
156,85,15.248,47.232,3.472,88.288,2.688,21.20582
158,85,15.248,48.416,3.472,88.304,2.688,21.42732
157,85,15.248,47.808,3.472,88.304,2.672,21.64014
158,85,15.248,49.056,3.472,88.304,2.672,21.83856
158,85,15.248,48.864,3.472,88.304,2.672,22.02954
157,85,15.248,47.648,3.472,88.288,2.672,22.20882
156,85,15.248,47.12,3.472,88.288,2.672,22.33404
156,85,15.248,46.688,3.472,88.288,2.672,21.97191
156,85,15.248,46.704,3.472,88.272,2.672,21.62616
156,85,15.248,46.544,3.472,88.272,2.672,21.29593
156,85,15.248,46.752,3.472,88.256,2.672,20.8318
156,85,15.248,47.072,3.472,88.24,2.672,20.25608
159,85,15.584,48.912,3.488,88.624,2.672,19.71444
162,85,16.688,49.456,3.552,89.632,2.704,19.19785
162,85,17.008,47.84,3.664,91.088,2.736,18.71271
165,85,17.568,49.232,3.696,92.208,2.704,18.25205
